,open,high,low,close,volume
2023-06-07 13:41:00,1867.14,1867.52,1867.14,1867.52,3.66859
2023-06-07 13:42:00,1867.49,1868.07,1867.49,1868.07,5.402
2023-06-07 13:43:00,1868.08,1868.17,1867.99,1867.99,1.91638
2023-06-07 13:44:00,1867.83,1868.12,1867.74,1868.12,8.25401
2023-06-07 13:45:00,1868.12,1868.21,1867.14,1867.46,5.78691
2023-06-07 13:46:00,1867.47,1867.94,1867.47,1867.94,2.70377
2023-06-07 13:47:00,1867.9,1868.72,1867.9,1868.72,5.35307
2023-06-07 13:48:00,1868.27,1868.27,1867.85,1867.85,1.35967
2023-06-07 13:49:00,1867.85,1867.85,1867.85,1867.85,0.0
2023-06-07 13:50:00,1866.5,1866.5,1866.22,1866.29,1.13582
2023-06-07 13:51:00,1866.29,1867.19,1866.29,1866.67,7.1243
2023-06-07 13:52:00,1866.17,1866.17,1862.48,1864.58,12.6214
2023-06-07 13:53:00,1864.51,1866.35,1736.27,1864.48,32.51281
2023-06-07 13:54:00,1864.21,1864.71,1861.28,1864.71,32.63941
2023-06-07 13:55:00,1864.66,1865.05,1864.35,1865.05,11.16483
2023-06-07 13:56:00,1865.12,1865.41,1865.12,1865.41,2.39709
2023-06-07 13:57:00,1865.44,1865.55,1865.44,1865.55,1.04171
2023-06-07 13:58:00,1865.04,1865.04,1863.67,1863.69,6.21003
2023-06-07 13:59:00,1863.54,1864.93,1827.82,1864.93,44.94101
2023-06-07 14:00:00,1864.95,1864.95,1862.54,1862.54,19.21067
2023-06-07 14:01:00,1864.28,1864.47,1863.73,1863.73,2.33973
2023-06-07 14:02:00,1863.76,1864.62,1863.76,1864.62,10.13152
2023-06-07 14:03:00,1864.85,1864.95,1864.85,1864.95,1.50676
2023-06-07 14:04:00,1864.72,1864.72,1830.0,1830.0,17.01784
2023-06-07 14:05:00,1863.73,1863.73,1863.57,1863.57,0.88532
2023-06-07 14:06:00,1863.31,1863.31,1862.8,1862.86,2.86492
2023-06-07 14:07:00,1863.13,1863.65,1862.89,1862.89,9.0003
2023-06-07 14:08:00,1862.65,1862.86,1862.64,1862.86,2.6037
2023-06-07 14:09:00,1862.15,1862.35,1862.0,1862.0,5.87936
2023-06-07 14:10:00,1862.09,1862.41,1830.0,1861.54,29.16887
2023-06-07 14:11:00,1861.57,1862.73,1861.57,1861.8,10.29726
2023-06-07 14:12:00,1861.76,1863.07,1861.76,1863.07,9.61226
